Country,ageGroup,olives,grape,pistachio,carrot,fish,coconut oil,peach,cauliflower,garlic,papaya,pear,apricot,wheat,pecans,lamb,cranberries,onion,plum,sweet corn,peanuts,cocoa,watermelon,potato,sugar,cucumber,artichokes,strawberries,sunflower oil,pepper,kiwi,wheat flour,pork,sweet potatoes,chicken,orange,lard,peppermint,celery,pineapple,coffee,blueberries,tomato,olive oil,apple,walnuts,soybean oil,figs,butter,milk,lettuce,avocado,raspberries,cabbage,beef,palm oil,spinach,peas,rice,lima,pig,beans,banana,broccoli,barley,grapefruit,asparagus,turkey,corn oil,egg,hazelnuts,corn,honey,oats,cocoa butter,cheese
Belgium,Elderly,0.0025726745932796663,0.026250637913095596,0.0,0.011665296271357319,0.01577303134839996,0.0,0.023815861063230248,0.02220322100474229,0.0002979085474622883,0.017302769170789458,0.02651507807312088,0.006478156777543573,0.028109990062715102,0.0,0.017008127730052586,0.0017302769170789458,0.004322828386075994,0.021070927790205824,0.0076132184351473614,0.0,0.004312362752002843,0.013611511747687715,0.0320120763099366,0.003046385674423372,0.009892569893912684,0.012550275238545945,0.02623367720136906,0.0007337220041574204,0.005304878568901684,0.015235543590910925,0.02853417741474929,0.010261865628341041,0.0,0.010649065711821263,0.030564847375366046,0.0028554512780137073,0.0,0.009452604578997397,0.02804317475407074,0.10596198986844862,0.02228596669197682,0.018612069713943098,0.0016229628902502211,0.028908393690606517,0.006260636250825073,0.0013011682416433673,0.005767589723596477,0.007017095479764372,0.023412984672009987,0.0061089063305907205,0.0020763323004947347,0.027546008519896817,0.014720014357978942,0.01636505389142675,0.0010797389369750518,0.01497504437885849,0.010912457221343742,0.020378817023374247,0.0,0.016605575715513958,0.017569880669863522,0.024152982249746005,0.022049920493604776,0.0,0.03649480298909582,0.01788577071084995,0.013193169239736187,0.0010365742954836549,0.007804725484329659,0.002523897263045823,0.0031546232043051475,0.004392596333491093,0.015503281177027354,0.0,0.006294776182398297
Belgium,Very elderly,0.004043604893425515,0.025802085884380994,0.002632924986462825,0.013296866866023351,0.016184078628048312,0.0,0.02669410655110075,0.02147477743860711,0.00040149127621627817,0.0,0.03199565670689007,0.0092321332279341,0.030465566090103608,0.0,0.01583746970790994,0.008453237985949468,0.004785159998332901,0.015068517327987462,0.0044966228690375,0.0,0.00521574240397911,0.0,0.03672408350295289,0.003587207304870597,0.012834040638881961,0.021992667533983597,0.027387582457226063,0.0013037571615016053,0.005351678164886315,0.015617212590937037,0.02891933199225863,0.011050687157389365,0.0,0.011726874909148647,0.03621902150495637,0.0016959521666479148,0.0,0.005722739897047141,0.02348678413529814,0.11065606361368671,0.022405675374997363,0.01966605669627266,0.001867619676858087,0.03221450970569287,0.0060998081134342385,0.0,0.010583325925978031,0.009060866427279001,0.028264299056568992,0.007521741412462991,0.009792157780536007,0.008053652899768641,0.01670596860754523,0.017830693072558246,0.0,0.019087283803423415,0.009517249436361211,0.0167801908820505,0.0,0.017416378691691742,0.018730803433107398,0.025534016776358488,0.018423040764101527,0.0,0.02949392244639632,0.017728935197517767,0.013594859547749149,0.0007251458919999563,0.008496011447412233,0.0016262183739917447,0.0013674640448366005,0.004422281457655022,0.009765054140969476,0.0,0.006869041340363061
Belgium,Other children,0.005773236640020588,0.020528825891208753,0.0026598125948666287,0.014036185146243519,0.01617630915694084,0.0,0.04948488548589077,0.012531677170030033,0.00025014483376164983,0.0,0.03346190820859459,0.006597984731452123,0.029545331184642736,0.0,0.012646137401949836,0.001855683205720904,0.0040103298476744705,0.004123740457157566,0.003848824426680392,0.00296025654245954,0.008152560358370562,0.006391797708594204,0.03214481016455412,0.0034270042140406563,0.01275090723063782,0.0,0.03489715361869591,0.0007732013357170433,0.005403798009652886,0.02052297259660379,0.009983604529007343,0.011416092721038237,0.0,0.01296116091159723,0.09705485195261869,0.0,0.0,0.006332805310387689,0.044536396937301694,0.04629823861338856,0.0,0.011698193466531503,0.0009899801576943354,0.056154378796332276,0.007422732822883616,0.001030935114289393,0.0,0.0034125699630630163,0.10723917113019936,0.005203190165060572,0.00690726526573894,0.0,0.012174931325712013,0.012378314754891092,0.0,0.020016636179042816,0.00967812946765359,0.017843496611767044,0.0,0.01309713601393103,0.013989139361645765,0.03456790452138455,0.011280538881241513,0.004742301525731201,0.01840955561231058,0.011031005722896463,0.014458280781343973,0.001979395419435631,0.00976825462963928,0.0008247480914315107,0.0018509806946732659,0.004592993681592736,0.0,0.0,0.013719210704381476
Belgium,Adolescents,0.003412189176978209,0.02456497035249479,0.015099288799637877,0.01091285842535408,0.014076008605130154,0.0,0.02426301687256192,0.018831908018430356,0.0002925552332987117,0.0,0.034008462376931364,0.023633669425520157,0.03357307617119309,0.0,0.02025083331249713,0.006015097114203567,0.004668288662526609,0.022698170010759983,0.010611558602734637,0.004053830797294082,0.008211890909256551,0.0328518946528352,0.02632233715522166,0.004202695500772601,0.009466597586555573,0.0,0.022591207282756556,0.0012081892880275462,0.005160527170895717,0.014870064089237588,0.0362052024333361,0.011809044928102176,0.0,0.012515325123391827,0.058779590826140614,0.0018053497477827896,0.0,0.005915553126134128,0.035224835419807386,0.05173711047217923,0.0,0.013677452286885177,0.0017246530455043716,0.04152900525949196,0.008300327377948374,0.001892881856766199,0.011488589304072297,0.004059079397021524,0.0470266357092398,0.004301455931213899,0.0,0.0,0.0125653769599633,0.015852971030992084,0.0,0.015030037024390333,0.010834529934168497,0.019912109688152477,0.0,0.02043970483006776,0.012774075057186593,0.025411903248237427,0.01889143506278365,0.0,0.03124713932147282,0.016299436075152572,0.011963921895893594,0.0015428390500696156,0.008705837751445926,0.004103067608597249,0.007235279082698522,0.005994581776160581,0.009847362260633399,0.0,0.0075051145038101605
Belgium,Toddlers,0.001900681930596956,0.046962682701833076,0.0,0.010223454924135629,0.00987463659255451,0.0,0.0,0.007127557239738577,0.0002901390967056253,0.0,0.03850860786469871,0.0,0.03417905100030207,0.0,0.005939631033115479,0.0,0.00385811279312173,0.0,0.0,0.0064148015157647195,0.012288072533199895,0.0,0.039322939887499776,0.003198262863985261,0.009206428101329017,0.0,0.0,0.0007127557239738577,0.004822980398889773,0.026767937189240466,0.011702097721590731,0.014319254302040256,0.0,0.01770980753282969,0.11166506342257128,0.0,0.0,0.005939631033115479,0.0,0.108101284802702,0.0,0.010302280127553763,0.0005939631033115479,0.07604085352338222,0.0,0.0,0.0,0.007325544940842442,0.13877093578383223,0.0,0.0,0.0,0.013019671224589156,0.011946745074220505,0.0,0.03388559504392384,0.011855503542098477,0.014818239018464791,0.0,0.018719737139368964,0.01609640009974293,0.05378065917257293,0.015185656674665277,0.0,0.0,0.0,0.014710486192016013,0.00023758524132461902,0.01075323761430209,0.0,0.002138267171921573,0.0007127557239738577,0.0,0.0,0.01807001138235827
Belgium,Infants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,Lactating women,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,Pregnant women,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,Adults,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,Elderly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,Very elderly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,Other children,0.00519991253150557,0.04550372751476485,0.0,0.004616568414483571,0.027810862270691163,0.0,0.05100217936048622,0.002058679339609541,0.000435616850579633,0.0,0.025735664657570587,0.026820589497320965,0.026675209128766034,0.0,0.014311173903782651,0.0,0.004679340023941361,0.013572942419244139,0.018179206400014036,0.0,0.003696085487456709,0.04671230500913314,0.03453118402391727,0.006177186469322745,0.021428316224057845,0.0,0.027520035265139454,0.009054950594540374,0.001969507766298314,0.01639191939106126,0.0,0.01306678568475186,0.0,0.014891563044132076,0.0722723097957257,0.005845402853790909,0.0,0.0015126039621838933,0.07676910394575717,0.0,0.0,0.020978388599138063,0.0,0.0434917619067101,0.0011393654499505998,0.0,0.0,0.0043826734409257925,0.05152564918152874,0.008746044251107693,0.0,0.028418383758799824,0.01910703794729451,0.016053246723298723,0.0,0.011039098862537934,0.011090905370705284,0.005881742400894816,0.0,0.016524853212971116,0.0075230275429985114,0.029344248117935474,0.0,0.0,0.04916990461311084,0.0,0.011836288704922737,0.0,0.011090519259099098,0.008194984102185141,0.010611066695820586,0.0035272198009076426,0.0,0.0,0.011882658227127776
Bulgaria,Adolescents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,Toddlers,0.007912975641297414,0.05324891064848555,0.0,0.006876336340069923,0.02355302453395369,0.0,0.05924339671908171,0.0024536176303668208,0.00045245027194619307,0.0,0.024723591500779064,0.029437043366591094,0.02303472462944871,0.0,0.011892095057242986,0.0,0.004852767574996447,0.004849627563614349,0.0032330850424095664,0.0,0.0025914908624756843,0.03819659042961018,0.03336446931269114,0.008101702304698604,0.02045345199805355,0.0,0.023659190024183492,0.0073759024534397815,0.0019930969685282448,0.011800760404794917,0.0,0.013513833607980206,0.0,0.015047547797273297,0.0642536735414502,0.003787559127182807,0.0,0.002540708194728005,0.0714217877550474,0.0,0.0,0.01804555893638357,0.0,0.044588202195804956,0.001640400459103945,0.0,0.0,0.00513270826888019,0.07406283684262985,0.007047963738200733,0.0,0.030615213846341027,0.0183206516616134,0.016019070834813066,0.0,0.0155594527012419,0.015159890859899564,0.006497619184777141,0.0,0.012481697854496238,0.008201995370942603,0.03147311452422121,0.0,0.0,0.06735593838353285,0.0,0.009231535491093469,0.0,0.009208227549270484,0.009699255127228698,0.011154143396313003,0.0031614293208573883,0.0,0.0,0.011477682149933867
Bulgaria,Infants,0.0,0.02734303141702,0.0,0.01447106457911956,0.04722713821725759,0.0,0.04330762671511119,0.008516612421208252,0.0006233448101738692,0.0,0.030939387642240423,0.029488081633611017,0.017743361216624794,0.0,0.013280128828575686,0.0,0.005520587290870885,0.02311503569860685,0.028932742545916525,0.0,0.0019865666151142377,0.0332111227558738,0.03267236306413976,0.00995156606767915,0.017620896208763306,0.0,0.025247898129876305,0.004698313496456825,0.001935220815899263,0.04149400400200521,0.0,0.020540114345169492,0.0,0.013412064669071144,0.053120919968044605,0.004484575094617061,0.0,0.0035934268010843,0.028190877352431514,0.0,0.00890238232182047,0.014848589566974903,0.0,0.039671767271476935,0.003690037472394584,0.0,0.0,0.005444589305134289,0.09460552894179589,0.022255955804551173,0.0,0.01942648195659926,0.014706205691937816,0.02199358281445532,0.0,0.021279790229958545,0.015540429790113523,0.007479908803683873,0.0,0.018324070279080437,0.009159288233283292,0.040355975339267575,0.0,0.0,0.013353573482730703,0.0,0.006531381163442287,0.0,0.00717150484467795,0.0,0.012975222234053334,0.004785030497978502,0.0,0.0,0.014830631552026859
Bulgaria,Lactating women,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,Pregnant women,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,Adults,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,Elderly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
